id,title,alias,venue,role,role_label,review_status,review_status_label,reading_scope,source_url,pdf_url,local_pdf,legacy35,new,main_venue,review_file,memo_sha256,code_status,code_commit,replay_status,whole_paper_read_claim,full_experiment_reproduced
B12,dp-promise: Differentially Private Diffusion Probabilistic Models for Image Synthesis,dp-promise,USENIX Security 2024,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"직접 확인한 Algorithm 1의 Phase I는 noisy input x_t와 같은 noise z를 회귀 target으로 사용한다. **검토자의 미해결 이론 쟁점:** x_t의 marginal DP만으로 (x_t,z)에 의존하는 학습의 DP가 자동 도출되지는 않는다. 실제로 둘을 알면 x를 복원할 수 있다. 이는 최종 모델이 곧 비공개라는 반례를 완성한 것은 아니며, 논문의 전체 보장을 무효라고 판정한 것도 아니다. 다만 이 연결을 확인하기 전 우리 환자 DP의 인증 근거로 가져오면 안 된다. [pp.7–9](../pdfs/B12.pdf#page=7) / 또한 Phase I 합성에 asymptotic GDP 분석을 사용한다. 유한 표본 RDP/PLD 회계와 같은 정확성으로 취급하지 않는다. 현 단계 역할은 timestep별 privacy 배분의 강한 아이디어 선행이자 조건부 비교군이다. 검토: pp.7–9, 12 및 Algorithm 1 전체; 증명 전체 검산·코드 재현 미완료. [USENIX 원문](https://www.usenix.org/conference/usenixsecurity24/presentation/wang-haichen)
",https://www.usenix.org/conference/usenixsecurity24/presentation/wang-haichen,https://www.usenix.org/system/files/usenixsecurity24-wang-haichen.pdf,pdfs/B12.pdf,True,False,True,reviews/B12.md,4ca40bb9ea1e06d334ea61be3c2fd151b26d3e31d04dbf2e53a511e72c3d0225,not_acquired,,not_reproduced,False,False
B13,RAPID: Retrieval Augmented Training of Differentially Private Diffusion Models,RAPID,ICLR 2025,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"검토: 본문 pp.3–8, 부록 pp.14–15. 공개 코드 확보 진행, 실행 미완료. [공식 PDF](https://proceedings.iclr.cc/paper_files/paper/2025/file/5a04615295b7512ad3ce691400e26bc7-Paper-Conference.pdf)
",https://proceedings.iclr.cc/paper_files/paper/2025/hash/5a04615295b7512ad3ce691400e26bc7-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/5a04615295b7512ad3ce691400e26bc7-Paper-Conference.pdf,pdfs/B13.pdf,True,False,True,reviews/B13.md,88eb23fd44aa69e7837328d036d991b717395b3cc9ed80494f56ce30868a6bcb,source_downloaded_not_executed,7ff6c268f88a04a2852b49488d2875bfc2a19311,not_reproduced,False,False
B14,On Differentially Private 3D Medical Image Synthesis with Controllable Latent Diffusion Models,Daum / Private 3D medical LDM,DGM4MICCAI 2024 / arXiv 공개본,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"의료영상+latent diffusion+DP는 이미 존재한다. 우리 환자 보호 단위의 명확화는 필요하지만 그 자체가 CVPR 알고리즘 기여를 보장하지 않는다. 저자의 8×V100 시간은 현재 장비의 K10 예상시간으로 대체할 수 없다. 검토: pp.3–4, 6–7 발췌, 미재현. [원문](https://arxiv.org/abs/2407.16405)
",https://arxiv.org/abs/2407.16405,https://arxiv.org/pdf/2407.16405,pdfs/B14.pdf,True,False,False,reviews/B14.md,5407132eb43fe6cde5dbd39c94c65772f24a93549acfd568a65024240bcab38a,not_acquired,,not_reproduced,False,False
B15,Differentially Private Diffusion Models Generate Useful Synthetic Images,DP diffusion useful synthetic images,arXiv 2023 공개본,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"우리 비교에서는 FID와 CXR 질환 효용을 함께 보고, public pretraining·noise multiplicity·최적화 예산을 맞춘다. 검토: pp.3–4, 6 방법 및 대표 결과의 발췌; 전체 수치표 재검산·재현 미완료. [저자 원문](https://arxiv.org/html/2302.13861)
",https://arxiv.org/html/2302.13861,https://arxiv.org/pdf/2302.13861,pdfs/B15.pdf,False,False,False,reviews/B15.md,81379e0084adefc8d12a26b1161cf07a97b90e2cc933e60a913078a93bd90477,not_acquired,,not_reproduced,False,False
B16,Synthesize Privacy-Preserving High-Resolution Images via Private Textual Intermediaries,SPTI,NeurIPS 2025,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"고해상도 DP 합성 자체는 이미 연구된다. CXR에서 caption만으로 작은 병변을 보존하는지는 별도 검증이 필요하며, 환자당 여러 영상 vote는 contribution을 묶어 회계해야 한다. 외부 caption API를 사용하면 private 원자료에 접근하는 신뢰 경계도 달라진다. 검토: pp.3–5, 7 발췌, 미재현. [NeurIPS 2025 원문](https://proceedings.neurips.cc/paper_files/paper/2025/hash/38380a17248c4dfc4f48fc4d836d9b62-Abstract-Conference.html)
",https://proceedings.neurips.cc/paper_files/paper/2025/hash/38380a17248c4dfc4f48fc4d836d9b62-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/38380a17248c4dfc4f48fc4d836d9b62-Paper-Conference.pdf,pdfs/B16.pdf,False,False,True,reviews/B16.md,c2e2118a82f523e2bc66f16df531746f8f6dedbdda27e050ab9b46ca26b71d6c,not_acquired,,not_reproduced,False,False
B17,RPGen: Robust and Differentially Private Synthetic Image Generation,RPGen,AAAI 2026,training,생성 학습 비교 후보,partial,공식 본문 일부만 확인,개별 메모의 페이지별 확인 범위 참조,https://ojs.aaai.org/index.php/AAAI/article/view/38016,https://ojs.aaai.org/index.php/AAAI/article/download/38016/41978,,False,False,True,reviews/B17.md,8a7d358ee4b352690c66338fb79b5d1fd44c435bff92c681e3378e34c628b431,not_acquired,,not_reproduced,False,False
B18,How to DP-fy Your Data: A Practical Guide to Generating Synthetic Data With Differential Privacy,How to DP-fy Your Data,JAIR 2026 / arXiv 공개본,background,벤치마크·종설,selected,PDF 선택 절 검토,"종설의 ‘현재 SOTA’ 표기는 개별 원문 및 더 최신 논문으로 갱신해야 한다. 본 작업은 실제 DP-LoRA, RAPID, DP-FETA, FETA-Pro, RPGen 원문을 별도 대조했다. 검토: pp.41, 43, 48, 50 선택 절 발췌; 102쪽 전체 검토로 표시하지 않으며 독립 실험 baseline도 아니다. [원문](https://arxiv.org/abs/2512.03238)
",https://arxiv.org/abs/2512.03238,https://arxiv.org/pdf/2512.03238,pdfs/B18.pdf,False,False,False,reviews/B18.md,222706aeb41019bc94e194f3a36fe5393b7e943f06c76da1800e3efe6709dcd8,not_acquired,,not_reproduced,False,False
C01,Personalized Federated Training of Diffusion Models with Privacy Guarantees,PFDM,CVPR 2026,federated,연합·개인화 확장,selected,PDF 선택 절 검토,"메인 CVPR 논문이지만 현재 환자 MIA의 필수 공격군은 아니다. 공개 coarse/private fine refinement 또는 federated 방향을 주장하면 직접 대비한다. 검토: pp.3–7 방법·보장 설명·실험 발췌, 증명 전체·재현 미완료. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2026/html/Patel_Personalized_Federated_Training_of_Diffusion_Models_with_Privacy_Guarantees_CVPR_2026_paper.html)
",https://openaccess.thecvf.com/content/CVPR2026/html/Patel_Personalized_Federated_Training_of_Diffusion_Models_with_Privacy_Guarantees_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Patel_Personalized_Federated_Training_of_Diffusion_Models_with_Privacy_Guarantees_CVPR_2026_paper.pdf,pdfs/C01.pdf,True,False,True,reviews/C01.md,91e6777491db9cea182752030ea69770025ccd2c230d1fb018495cf3c5f15130,not_acquired,,not_reproduced,False,False
C02,Personalized Federated Training of Latent Diffusion Models with Privacy Guarantees,PF-LDM,ICML 2026 FoGen workshop 관련 공개 예비 원고,federated,연합·개인화 확장,abstract,저자 초록만 확인,"CVPR PFDM과 저자·문제 설정이 겹치지만 동일 원고라고 단정할 수 없다. latent-space personalized DP라는 확장 주장에 대한 미해결 근접 선행으로 유지한다. 현재 중앙집중 환자 membership audit에서는 직접 생성 SOTA로 강제하지 않는다. 검토 수준: **저자 초록 확인만**, 전체 분석 미완료.
",https://openreview.net/pdf?id=SBHfiFsWRV,https://openreview.net/pdf?id=SBHfiFsWRV,,False,False,False,reviews/C02.md,502c52bccf4d913ac9f8ef98b0849f46e3668e31863dc038426e594d570e59dc,not_acquired,,not_reproduced,False,False
C03,SPIRE: Conditional Personalization for Federated Diffusion Generative Models,SPIRE,AISTATS 2026 / arXiv 공개본,federated,연합·개인화 확장,selected,PDF 선택 절 검토,"제시된 Algorithm 1은 FedAvg와 identity embedding이며 formal DP noise mechanism이 아니다. client를 환자로 바꾸고 identity embedding을 넣는 것만으로 새 기여나 privacy가 생기지 않는다. 현재 audit의 직접 SOTA가 아니라 personalization 피벗의 근접 선행이다. 검토: pp.3–5, 11 발췌, 미재현. [공식 발표](https://virtual.aistats.org/virtual/2026/poster/13457)
",https://virtual.aistats.org/virtual/2026/poster/13457,https://arxiv.org/pdf/2506.12303,pdfs/C03.pdf,False,False,True,reviews/C03.md,099467d9da193126c4765688be9f481d49b619ffbd17a1b67c5c5859eee3604c,not_acquired,,not_reproduced,False,False
C04,FedDP-PALD: A Privacy-Preserving Federated Latent Diffusion Framework with Prototype Aggregation for Medical Data Synthesis,FedDP-PALD,arXiv 2026-07,federated,연합·개인화 확장,selected,PDF 선택 절 검토,"현재 CXR generator SOTA로 강제하지 않는다. Prototype DP·멀티모달 환자 생성으로 방향을 바꿀 때 보장 범위 차이를 명시할 선행이다. 검토: pp.3–5, 17, 19–20, 27, 35 발췌; 미재현. [원문](https://arxiv.org/abs/2607.16300)
",https://arxiv.org/abs/2607.16300,https://arxiv.org/pdf/2607.16300,pdfs/C04.pdf,False,False,False,reviews/C04.md,35c6054936368a0ae90bed7ced79f4ba115c22ae0010df43d5bcdbf1d3334250,not_acquired,,not_reproduced,False,False
D01,Adaptive Non-Uniform Timestep Sampling for Accelerating Diffusion Model Training,Adaptive non-uniform timestep sampling,CVPR 2025,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"과거 timestep/variance 축의 직접 알고리즘 선행이다. Private loss queue나 sampler를 학습한다면 그 데이터 의존성의 DP 비용을 포함해야 한다. 현재 환자 공격 기여의 필수 실행군은 아니며, 학습 가속으로 피벗할 때 필요하다. 검토: pp.4–6 방법·표 발췌; 미재현. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Adaptive_Non-Uniform_Timestep_Sampling_for_Accelerating_Diffusion_Model_Training_CVPR_2025_paper.html)
",https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Adaptive_Non-Uniform_Timestep_Sampling_for_Accelerating_Diffusion_Model_Training_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Kim_Adaptive_Non-Uniform_Timestep_Sampling_for_Accelerating_Diffusion_Model_Training_CVPR_2025_paper.pdf,pdfs/D01.pdf,False,False,True,reviews/D01.md,3b54b2dc4df3980ebf730ee80221a6eb4b5141a72bbd4d0c92fdef67de587cdc,not_acquired,,not_reproduced,False,False
D02,Variational Diffusion Models,VDM,NeurIPS 2021,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"기존 variance/timestep 탐색의 이론 선행이며 환자 membership 최신 SOTA는 아니다. 기존 로컬 pilot의 전제가 실패했다면 이 논문이 유명하다는 이유로 그 방향을 재개하지 않는다. 검토: pp.4, 6–8 발췌; 전체 증명·부록 검산 미완료. [저자 원문](https://research.google/pubs/variational-diffusion-models/)
",https://research.google/pubs/variational-diffusion-models/,https://arxiv.org/pdf/2107.00630,pdfs/D02.pdf,False,False,True,reviews/D02.md,41642d45ed95c58556bf722860c985492ff95572e7ba2760ae5006ddf92f75a1,not_acquired,,not_reproduced,False,False
D03,Blue noise for diffusion models,Blue noise,arXiv 2024 공개본,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"여기서 diffusion 입력 noise와 DP gradient noise는 다르다. Correlated Gaussian을 DP mechanism에 쓰려면 sensitivity와 covariance에 맞는 보장이 필요하다. 현 audit 직접 비교군에서 제외하고 noise 구조 피벗의 선행으로 보관한다. 검토: pp.3–6 발췌; 미재현. [원문](https://arxiv.org/abs/2402.04930)
",https://arxiv.org/abs/2402.04930,https://arxiv.org/pdf/2402.04930,pdfs/D03.pdf,False,False,False,reviews/D03.md,90ca56343daadf4c260ed2b6f1d6932f264957c2e3d9a1a270767206c8daa822,not_acquired,,not_reproduced,False,False
D04,Antithetic Noise in Diffusion Models,Antithetic Noise,arXiv 2025 공개본,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"이는 모든 비선형 공격 통계에서 분산이 반드시 낮아진다는 증명이 아니다. 우리 membership score에서 같은 효과가 있는지 별도 대조하고, 독립·paired noise의 실제 NFE를 맞춰야 한다. ±noise/QMC 자체는 이미 선행이 있어 단독 기여가 어렵다. 기존 variance 방향의 선행이며 현재 필수 학습군은 아니다. 검토: 위 페이지의 방법·상관 결과 발췌; 전체 추정 이론·재현 미완료. [원문](https://arxiv.org/abs/2506.06185)
",https://arxiv.org/abs/2506.06185,https://arxiv.org/pdf/2506.06185,pdfs/D04.pdf,False,False,False,reviews/D04.md,a51cbfb97919a0c2ffbd116a2f54a85fca7d4653c9af709d2f1cdf8d82f4baa2,not_acquired,,not_reproduced,False,False
D05,CleanDIFT: Diffusion Features without Noise,CleanDIFT,arXiv 2024 공개본,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"semantic correspondence·depth·segmentation 성능은 identity 또는 membership 성능을 보장하지 않는다. 새 feature를 의료 privacy 검출기로 쓰려면 실제 patient negative와 encoder training overlap을 검증해야 한다. 과거 feature/variance 탐색의 선행이며 환자 MIA의 직접 SOTA라고 부르지 않는다. 검토: pp.3–5의 방법·실험 설정 발췌; 전체 결과표·재현 미완료. [원문](https://arxiv.org/abs/2412.03439)
",https://arxiv.org/abs/2412.03439,https://arxiv.org/pdf/2412.03439,pdfs/D05.pdf,False,False,False,reviews/D05.md,72dfdc1a24e2d194b9df37af9b29da547f6dbd7f95e77e23c3b49a56d613112e,not_acquired,,not_reproduced,False,False
D06,Scalable High-Resolution Pixel-Space Image Synthesis with Hourglass Diffusion Transformers,HDiT,ICML 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"고해상도 일반 생성 아키텍처 선행이며 DP mechanism이나 patient audit가 아니다. SD LoRA에서 데이터 보호 단위를 비교하는 현재 실험에 backbone 전체 교체를 강제할 이유가 없다. 고해상도 연산 효율을 기여로 바꾸면 직접 설계 대조가 필요하다. 검토: 방법·평가 설정 두 페이지 발췌; 전체 결과·재현 미완료. [ICML 원문](https://proceedings.mlr.press/v235/crowson24a.html)
",https://proceedings.mlr.press/v235/crowson24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/crowson24a/crowson24a.pdf,pdfs/D06.pdf,False,False,True,reviews/D06.md,909bad52036c919c209b5973afc589bac14d193230bc659fbcd93509aab00cb6,not_acquired,,not_reproduced,False,False
D07,Many-to-many Image Generation with Auto-regressive Diffusion Models,M2M diffusion,arXiv 2024 공개본,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"여러 이미지를 묶는 attention·set conditioning 자체의 선행이다. 환자 set generator/adapter로 피벗하면 필요하며, 현재 patient membership 공격의 필수 실행군은 아니다. 검토: pp.3, 5, 7 발췌; 전체 결과 수치 검산·재현 미완료. [원문](https://arxiv.org/abs/2404.03109)
",https://arxiv.org/abs/2404.03109,https://arxiv.org/pdf/2404.03109,pdfs/D07.pdf,False,False,False,reviews/D07.md,3abe993c02271de7052a8e038046b00b75093c021983a3a3bbd42f2d7919105a,not_acquired,,not_reproduced,False,False
D08,Towards Predicting Temporal Changes in a Patient’s Chest X-ray Images based on Electronic Health Records,EHRXDiff,MIDL 2025,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"종단 환자 생성은 이미 연구된 문제다. EHR 시간 정보가 없는 NIH 반복 영상 set을 이 연구와 동일한 forecasting 자료로 가정하면 안 된다. 현 privacy audit의 직접 SOTA는 아니며 longitudinal 피벗 시 비교한다. 검토: pp.3, 5, 7 방법·평가 설계 발췌; 전체 결과·재현 미완료. [MIDL 원문](https://proceedings.mlr.press/v287/kyung25a.html)
",https://proceedings.mlr.press/v287/kyung25a.html,https://raw.githubusercontent.com/mlresearch/v287/main/assets/kyung25a/kyung25a.pdf,pdfs/D08.pdf,False,False,False,reviews/D08.md,91cfa54dd110235e750cac6955a50ab3c1e2bb3005145509e2aa87c87e1eb52b,not_acquired,,not_reproduced,False,False
D09,Addressing Asynchronicity in Clinical Multimodal Fusion via Individualized Chest X-ray Generation,DDL-CXR,NeurIPS 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"임상 utility를 강조하는 생성 연구의 선행이나 privacy mechanism은 아니다. 기존 longitudinal 후보 기록에는 유지하며 현 patient-DP audit의 직접 비교군에서 제외한다. 검토: pp.4, 6–7 발췌; 미재현. [NeurIPS 원문](https://papers.neurips.cc/paper_files/paper/2024/file/3310034c97fab48fdbcba18f90fd5364-Paper-Conference.pdf)
",https://papers.neurips.cc/paper_files/paper/2024/file/3310034c97fab48fdbcba18f90fd5364-Paper-Conference.pdf,https://papers.neurips.cc/paper_files/paper/2024/file/3310034c97fab48fdbcba18f90fd5364-Paper-Conference.pdf,pdfs/D09.pdf,False,False,True,reviews/D09.md,e632a7dbcc228119cb032210a636335056a3fe1760906bba208f8307bb1179f2,not_acquired,,not_reproduced,False,False
D10,Conditional Latent Diffusion Models for Irregularly Spaced Longitudinal Radiological Data,Longitudinal conditional LDM,MICCAI 2025,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"불균등한 기록 수와 불규칙 시간 간격을 다루는 생성만으로 신규성을 얻기 어렵다. 기록 수 기반 privacy audit와는 목적·출력·정답이 달라 현 직접 SOTA로 강제하지 않는다. 검토: pp.3, 5–6의 방법·평가 발췌; 전체 결과·재현 미완료. [MICCAI 원문](https://papers.miccai.org/miccai-2025/0164-Paper2656.html)
",https://papers.miccai.org/miccai-2025/0164-Paper2656.html,https://papers.miccai.org/miccai-2025/paper/2656_paper.pdf,pdfs/D10.pdf,False,False,True,reviews/D10.md,3e3ca3f5430b9ae8bbbc35a98c0166d6e8c6493931be42ce0e2e2e2b5fa6fbac,not_acquired,,not_reproduced,False,False
D11,LoCI-DiffCom: Longitudinal Consistency-Informed Diffusion Model for 3D Infant Brain Image Completion,LoCI-DiffCom,MICCAI 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"환자 반복 영상 consistency 기여의 선행이며 patient DP 보장은 아니다. 현재 공격 실험에는 불필요하고 MRI completion 피벗 때 대비한다. 검토: pp.3, 5–6 방법·실험 설계 발췌; 전체 결과·재현 미완료. [MICCAI 원문](https://papers.miccai.org/miccai-2024/paper/1964_paper.pdf)
",https://papers.miccai.org/miccai-2024/paper/1964_paper.pdf,https://papers.miccai.org/miccai-2024/paper/1964_paper.pdf,pdfs/D11.pdf,False,False,True,reviews/D11.md,473f326ffff61c393ccf24a80463a9690b577c067e0d2debc2aaf9d595c83c72,not_acquired,,not_reproduced,False,False
D12,Enhancing Spatiotemporal Disease Progression Models via Latent Diffusion and Prior Knowledge,BrLP,MICCAI 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"종단 일관성·병리 보존과 identity를 함께 다루는 피벗의 선행이다. 현재 patient membership 최신 공격군에는 포함하지 않는다. 검토: pp.3, 5–6 발췌; 전체 결과·재현 미완료. [MICCAI 원문](https://papers.miccai.org/miccai-2024/paper/0511_paper.pdf)
",https://papers.miccai.org/miccai-2024/paper/0511_paper.pdf,https://papers.miccai.org/miccai-2024/paper/0511_paper.pdf,pdfs/D12.pdf,False,False,True,reviews/D12.md,4191eb08802dd1a9a38fc0b392ec1aa12080a048280352a2204bb29514a7a36f,not_acquired,,not_reproduced,False,False
D13,SPAD: Spatially Aware Multi-View Diffusers,SPAD,CVPR 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"검토: pp.4, 6의 방법·실험 질문 발췌; 결과표 전체·재현 미완료. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2024/html/Kant_SPAD_Spatially_Aware_Multi-View_Diffusers_CVPR_2024_paper.html)
",https://openaccess.thecvf.com/content/CVPR2024/html/Kant_SPAD_Spatially_Aware_Multi-View_Diffusers_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Kant_SPAD_Spatially_Aware_Multi-View_Diffusers_CVPR_2024_paper.pdf,pdfs/D13.pdf,False,False,True,reviews/D13.md,d45f72b2758d654faedd355842f3aa9a60fc67f6e450c70d0b410f13d7da60c9,not_acquired,,not_reproduced,False,False
D14,EpiDiff: Enhancing Multi-View Synthesis via Localized Epipolar-Constrained Diffusion,EpiDiff,CVPR 2024,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"작은 adapter로 view consistency를 얻는 것 자체의 선행이다. 동일 환자 영상에 적용하려면 projection geometry와 질환 변화의 차이를 해결해야 한다. 현 audit 실행군에서는 제외한다. 검토: pp.4, 6 방법·표 발췌; 미재현. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2024/html/Huang_EpiDiff_Enhancing_Multi-View_Synthesis_via_Localized_Epipolar-Constrained_Diffusion_CVPR_2024_paper.html)
",https://openaccess.thecvf.com/content/CVPR2024/html/Huang_EpiDiff_Enhancing_Multi-View_Synthesis_via_Localized_Epipolar-Constrained_Diffusion_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_EpiDiff_Enhancing_Multi-View_Synthesis_via_Localized_Epipolar-Constrained_Diffusion_CVPR_2024_paper.pdf,pdfs/D14.pdf,False,False,True,reviews/D14.md,c9cd658e11e7a6839d499346a6b216888e7e8e58dc33de0f48a66cade206565a,not_acquired,,not_reproduced,False,False
D15,Correspondence-Attention Alignment for Multi-View Diffusion Models,Correspondence-Attention Alignment,CVPR 2026,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"일반 feature alignment와 correspondence alignment의 비교가 있으며, 깊은 layer 선택·외부 대응 품질이 핵심 조건이다. ‘attention을 정렬해 반복 영상 일관성을 높인다’는 주장에 근접하지만 patient privacy 공격과는 다르다. 과거 multi-view 방향을 다시 택할 때만 직접 구현 대상으로 삼는다. 검토: pp.4–6의 방법 동기·실험 설정 발췌; 결과표 전체·재현 미완료. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_Correspondence-Attention_Alignment_for_Multi-View_Diffusion_Models_CVPR_2026_paper.html)
",https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_Correspondence-Attention_Alignment_for_Multi-View_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_Correspondence-Attention_Alignment_for_Multi-View_Diffusion_Models_CVPR_2026_paper.pdf,pdfs/D15.pdf,False,False,True,reviews/D15.md,5800f47336e1517581cfe16a8a7d678e11016241687c5c3d020909c8333b8f41,not_acquired,,not_reproduced,False,False
D16,Align Images Before You Generate,Align Images Before You Generate,CVPR 2026,alternative,과거 생성·효율 방향,selected,PDF 선택 절 검토,"correspondence 기반 set adapter는 이미 최신 CVPR 선행이다. 우리 환자 DP에 적용했다는 조합만으로 기여를 주장하지 않고, 영상 간 상관을 이용한 새로운 attack mechanism과 분리한다. 현 직접 attack SOTA에는 제외한다. 검토: pp.4, 6 방법·표 발췌; 미재현. [CVPR 원문](https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Align_Images_Before_You_Generate_CVPR_2026_paper.html)
",https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Align_Images_Before_You_Generate_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Align_Images_Before_You_Generate_CVPR_2026_paper.pdf,pdfs/D16.pdf,False,False,True,reviews/D16.md,a4716ebdf4c89eb1ddf3cbcc7afb554380a6473b5e9749d5f9afbef5be8595e4,not_acquired,,not_reproduced,False,False
E01,Confidential-DPproof: Confidential Proof of Differentially Private Training,Confidential-DPproof,ICLR 2024,thesis,졸논 증빙·워터마크,selected,PDF 선택 절 검토,"실험 로그와 hash를 남기는 것만으로 이 cryptographic proof를 대체할 수 없다. 현재 연구의 membership audit와 달리 올바른 알고리즘 실행을 증명하는 계열이다. 졸논 증빙 확장용 선행으로 보관하며 CVPR 환자 공격군에서는 제외한다. 검토: pp.5–6, 8 발췌; 보안 증명 전체·재현 미완료. [ICLR 원문](https://proceedings.iclr.cc/paper_files/paper/2024/hash/113ae3a9762ca2168f860a8501d6ae25-Abstract-Conference.html)
",https://proceedings.iclr.cc/paper_files/paper/2024/hash/113ae3a9762ca2168f860a8501d6ae25-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/113ae3a9762ca2168f860a8501d6ae25-Paper-Conference.pdf,pdfs/E01.pdf,False,False,True,reviews/E01.md,00ad8a0e47e43b41d09c06593ff05700ce2804732ba758d44ba4ee5d042d837e,not_acquired,,not_reproduced,False,False
E02,VeriDP: Verifiable Differentially Private Training,VeriDP,PoPETs 2026,thesis,졸논 증빙·워터마크,selected,PDF 선택 절 검토,"이 논문의 보안·수치 근사·비상호작용 seed 조건 전체를 검증한 것은 아니다. 현재 환자 privacy empirical audit의 SOTA가 아니며, 검증 가능한 학습으로 피벗할 때 직접 대비한다. 검토: pp.6–7, 12 방법·표 발췌; 미재현. [PoPETs 원문](https://petsymposium.org/popets/2026/popets-2026-0070.php)
",https://petsymposium.org/popets/2026/popets-2026-0070.php,https://petsymposium.org/popets/2026/popets-2026-0070.pdf,pdfs/E02.pdf,False,False,False,reviews/E02.md,50ea8913ddb2fb1d633e974bf244c457963c6ec4abaaad4abae1b7055a660503,not_acquired,,not_reproduced,False,False
E03,Pathology-Aware Adaptive Watermarking for Text-Driven Medical Image Synthesis,MedSign,MICCAI 2025,thesis,졸논 증빙·워터마크,selected,PDF 선택 절 검토,"병리 보존 watermark 기여와는 직접 충돌하지만 membership inference나 환자 DP 보장은 아니다. 현재 CVPR patient audit와 분리해 졸논 선행 기록에 연결한다. 검토: pp.5, 7–8 방법·표 발췌; 미재현. [MICCAI 원문](https://papers.miccai.org/miccai-2025/0673-Paper0428.html)
",https://papers.miccai.org/miccai-2025/0673-Paper0428.html,https://papers.miccai.org/miccai-2025/paper/0428_paper.pdf,pdfs/E03.pdf,False,False,True,reviews/E03.md,cf2489a21e1161f040eb741b567fcb2b501516d91d0f0eaa46e8b44650b4a5e8,not_acquired,,not_reproduced,False,False
X01,CDI: Copyrighted Data Identification in Diffusion Models,CDI,CVPR 2025,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: 본문 핵심 pp.2–8, 부록 pp.12–13·15·17·19. 공개 코드 확보, 실행 미완료. [공식 PDF](https://openaccess.thecvf.com/content/CVPR2025/papers/Dubinski_CDI_Copyrighted_Data_Identification_in_Diffusion_Models_CVPR_2025_paper.pdf)
",https://openaccess.thecvf.com/content/CVPR2025/html/Dubinski_CDI_Copyrighted_Data_Identification_in_Diffusion_Models_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Dubinski_CDI_Copyrighted_Data_Identification_in_Diffusion_Models_CVPR_2025_paper.pdf,pdfs/X01.pdf,False,True,True,reviews/X01.md,0de82b8d6844922d6cf63b7b2e9b3c597d5a88a1645e4b349c7ba874f5cbf8b1,source_downloaded_not_executed,dcd62258b0b3fde05d52aaecfade3b5f4c09507a,not_reproduced,False,False
