id,priority,latest18,cvpr_relation,group_label,alias,title,venue,role,source_url,pdf_url,link_status,historical_locations,metadata_note
C02,,False,,출발점인 federated diffusion과 인접 확장,PF-LDM,Personalized Federated Training of Latent Diffusion Models with Privacy Guarantees,ICML 2026 FoGen workshop 관련 공개 예비 원고,PFDM의 latent extension과 직접 충돌하는 선행.,https://openreview.net/pdf?id=SBHfiFsWRV,https://openreview.net/pdf?id=SBHfiFsWRV,브라우저 확인 필요,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:110,연결된 익명 PDF는 under-review 표기; main-track 채택 논문으로 표시하지 않음.
C03,,False,,출발점인 federated diffusion과 인접 확장,SPIRE,SPIRE: Conditional Personalization for Federated Diffusion Generative Models,AISTATS 2026 / arXiv 공개본,공유 backbone과 가벼운 client personalization의 선행.,https://virtual.aistats.org/virtual/2026/poster/13457,https://arxiv.org/pdf/2506.12303,PDF 응답 확인,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:111,
C04,,False,,출발점인 federated diffusion과 인접 확장,FedDP-PALD,FedDP-PALD: A Privacy-Preserving Federated Latent Diffusion Framework with Prototype Aggregation for Medical Data Synthesis,arXiv 2026-07,의료 federated latent synthesis와 DP prototype aggregation. federation 확장 시 대조.,https://arxiv.org/abs/2607.16300,https://arxiv.org/pdf/2607.16300,PDF 응답 확인,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:112; 10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:72,
D01,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Adaptive non-uniform timestep sampling,Adaptive Non-Uniform Timestep Sampling for Accelerating Diffusion Model Training,CVPR 2025,이전 PCM·timestep 분배 후보의 신규성 대조.,https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Adaptive_Non-Uniform_Timestep_Sampling_for_Accelerating_Diffusion_Model_Training_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Kim_Adaptive_Non-Uniform_Timestep_Sampling_for_Accelerating_Diffusion_Model_Training_CVPR_2025_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:238; 06_ISIC_실제_gradient_진단과_현재_방법판정_2026-09-02.md:208,
D02,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,VDM,Variational Diffusion Models,NeurIPS 2021,노이즈 스케줄·시간 표본화의 기초. antithetic time만으로 새 방법이 아님.,https://research.google/pubs/variational-diffusion-models/,https://arxiv.org/pdf/2107.00630,PDF 응답 확인,06_ISIC_실제_gradient_진단과_현재_방법판정_2026-09-02.md:194,
D03,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Blue noise,Blue noise for diffusion models,arXiv 2024 공개본,noise correlation·noise-image 배치의 선행.,https://arxiv.org/abs/2402.04930,https://arxiv.org/pdf/2402.04930,PDF 응답 확인,10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:78,
D04,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Antithetic Noise,Antithetic Noise in Diffusion Models,arXiv 2025 공개본,z와 -z를 이용한 diffusion sampling의 선행.,https://arxiv.org/abs/2506.06185,https://arxiv.org/pdf/2506.06185,PDF 응답 확인,10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:80,
D05,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,CleanDIFT,CleanDIFT: Diffusion Features without Noise,arXiv 2024 공개본,diffusion feature와 timestep 처리의 인접 연구.,https://arxiv.org/abs/2412.03439,https://arxiv.org/pdf/2412.03439,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:308; 06_ISIC_실제_gradient_진단과_현재_방법판정_2026-09-02.md:204,
D06,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,HDiT,Scalable High-Resolution Pixel-Space Image Synthesis with Hourglass Diffusion Transformers,ICML 2024,고해상도 diffusion의 구조·계산 효율 비교.,https://proceedings.mlr.press/v235/crowson24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/crowson24a/crowson24a.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:310; 06_ISIC_실제_gradient_진단과_현재_방법판정_2026-09-02.md:206,
D07,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,M2M diffusion,Many-to-many Image Generation with Auto-regressive Diffusion Models,arXiv 2024 공개본,여러 이미지의 autoregressive 생성. set output 자체의 선행.,https://arxiv.org/abs/2404.03109,https://arxiv.org/pdf/2404.03109,PDF 응답 확인,10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:69,
D08,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,EHRXDiff,Towards Predicting Temporal Changes in a Patient’s Chest X-ray Images based on Electronic Health Records,MIDL 2025,EHR를 이용한 환자 CXR 시간 변화 예측. 종단영상 후보의 직접 선행.,https://proceedings.mlr.press/v287/kyung25a.html,https://raw.githubusercontent.com/mlresearch/v287/main/assets/kyung25a/kyung25a.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:507; 10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:70; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:225,
D09,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,DDL-CXR,Addressing Asynchronicity in Clinical Multimodal Fusion via Individualized Chest X-ray Generation,NeurIPS 2024,이전 CXR와 EHR로 환자별 표현을 생성하는 비동기 multimodal fusion.,https://papers.neurips.cc/paper_files/paper/2024/file/3310034c97fab48fdbcba18f90fd5364-Paper-Conference.pdf,https://papers.neurips.cc/paper_files/paper/2024/file/3310034c97fab48fdbcba18f90fd5364-Paper-Conference.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:508; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:227,
D10,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Longitudinal conditional LDM,Conditional Latent Diffusion Models for Irregularly Spaced Longitudinal Radiological Data,MICCAI 2025,불규칙 시간 간격의 longitudinal medical diffusion.,https://papers.miccai.org/miccai-2025/0164-Paper2656.html,https://papers.miccai.org/miccai-2025/paper/2656_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:510; 10_CVPR_reset_관련근접연구_새방향_2026-09-03.md:70; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:229,
D11,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,LoCI-DiffCom,LoCI-DiffCom: Longitudinal Consistency-Informed Diffusion Model for 3D Infant Brain Image Completion,MICCAI 2024,종단영상 일관성을 사용한 infant MRI completion.,https://papers.miccai.org/miccai-2024/paper/1964_paper.pdf,https://papers.miccai.org/miccai-2024/paper/1964_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:511; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:231,
D12,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,BrLP,Enhancing Spatiotemporal Disease Progression Models via Latent Diffusion and Prior Knowledge,MICCAI 2024,latent diffusion과 prior knowledge를 이용한 질병 진행 예측.,https://papers.miccai.org/miccai-2024/paper/0511_paper.pdf,https://papers.miccai.org/miccai-2024/paper/0511_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:512; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:233,
D13,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,SPAD,SPAD: Spatially Aware Multi-View Diffusers,CVPR 2024,공간 정보를 쓰는 multi-view diffusion. set attention 일반론의 선행.,https://openaccess.thecvf.com/content/CVPR2024/html/Kant_SPAD_Spatially_Aware_Multi-View_Diffusers_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Kant_SPAD_Spatially_Aware_Multi-View_Diffusers_CVPR_2024_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:514; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:237,
D14,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,EpiDiff,EpiDiff: Enhancing Multi-View Synthesis via Localized Epipolar-Constrained Diffusion,CVPR 2024,epipolar 제약을 이용한 multi-view diffusion.,https://openaccess.thecvf.com/content/CVPR2024/html/Huang_EpiDiff_Enhancing_Multi-View_Synthesis_via_Localized_Epipolar-Constrained_Diffusion_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_EpiDiff_Enhancing_Multi-View_Synthesis_via_Localized_Epipolar-Constrained_Diffusion_CVPR_2024_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:516; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:239,
D15,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Correspondence-Attention Alignment,Correspondence-Attention Alignment for Multi-View Diffusion Models,CVPR 2026,multi-view correspondence·attention 정렬. 이전 SetAdapter 구조 대조.,https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_Correspondence-Attention_Alignment_for_Multi-View_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_Correspondence-Attention_Alignment_for_Multi-View_Diffusion_Models_CVPR_2026_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:518; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:241,
D16,,False,,이전 생성방법 후보·노이즈·다중영상·종단영상,Align Images Before You Generate,Align Images Before You Generate,CVPR 2026,생성 전 image alignment의 선행. 다중영상 후보의 범위 제한.,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Align_Images_Before_You_Generate_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Align_Images_Before_You_Generate_CVPR_2026_paper.pdf,PDF 응답 확인,04_관련근접연구_claim_matrix_2026-09-02.md:520; 14_SetAdapter_context_반증과_주제재판정_2026-09-03.md:243,
E01,,False,,졸업논문 receipt·실행증명·의료 워터마킹,Confidential-DPproof,Confidential-DPproof: Confidential Proof of Differentially Private Training,ICLR 2024,DP 학습 실행의 비밀 증명. signed receipt만으로 실행을 증명했다는 주장 제한.,https://proceedings.iclr.cc/paper_files/paper/2024/hash/113ae3a9762ca2168f860a8501d6ae25-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/113ae3a9762ca2168f860a8501d6ae25-Paper-Conference.pdf,PDF 응답 확인,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:173,
E02,,False,,졸업논문 receipt·실행증명·의료 워터마킹,VeriDP,VeriDP: Verifiable Differentially Private Training,PoPETs 2026,검증 가능한 DP 학습. 악의적 trainer threat model의 직접 선행.,https://petsymposium.org/popets/2026/popets-2026-0070.php,https://petsymposium.org/popets/2026/popets-2026-0070.pdf,PDF 응답 확인,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:174,
E03,,False,,졸업논문 receipt·실행증명·의료 워터마킹,MedSign,Pathology-Aware Adaptive Watermarking for Text-Driven Medical Image Synthesis,MICCAI 2025,병리를 고려한 의료 생성 watermarking. PP-Mark의 새 적용 기여와 구분.,https://papers.miccai.org/miccai-2025/0673-Paper0428.html,https://papers.miccai.org/miccai-2025/paper/0428_paper.pdf,PDF 응답 확인,01_독립_논문_방향_추천_순위와_근거_2026-09-02.md:180,
F01,,False,,탈옥 트렌드 참고: 현재 주제의 직접 선행과 별도,Best-of-N Jailbreaking,Best-of-N Jailbreaking,NeurIPS 2025,17번 탈옥 트렌드 설명의 참고. 의료 DP 기여의 직접 선행은 아님.,https://proceedings.neurips.cc/paper_files/paper/2025/hash/69f3eb242c7c9df9ea2f2b66ea8b3c0f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/69f3eb242c7c9df9ea2f2b66ea8b3c0f-Paper-Conference.pdf,PDF 응답 확인,17_탈옥트렌드_팩트검증과_현1순위_신규성경계_2026-09-08.md:110,
F02,,False,,탈옥 트렌드 참고: 현재 주제의 직접 선행과 별도,Weak-to-Strong Jailbreaking,Weak-to-Strong Jailbreaking on Large Language Models,ICML 2025,17번 트렌드 팩트검증 참고.,https://proceedings.mlr.press/v267/zhao25aa.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhao25aa/zhao25aa.pdf,PDF 응답 확인,17_탈옥트렌드_팩트검증과_현1순위_신규성경계_2026-09-08.md:111,
F03,,False,,탈옥 트렌드 참고: 현재 주제의 직접 선행과 별도,Distraction is All You Need,Distraction is All You Need for Multimodal Large Language Model Jailbreaking,CVPR 2025,17번 multimodal jailbreak 트렌드 참고.,https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Distraction_is_All_You_Need_for_Multimodal_Large_Language_Model_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_Distraction_is_All_You_Need_for_Multimodal_Large_Language_Model_CVPR_2025_paper.pdf,PDF 응답 확인,17_탈옥트렌드_팩트검증과_현1순위_신규성경계_2026-09-08.md:112,
F04,,False,,탈옥 트렌드 참고: 현재 주제의 직접 선행과 별도,Immune,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,CVPR 2025,17번 multimodal jailbreak 방어 트렌드 참고.,https://openaccess.thecvf.com/content/CVPR2025/papers/Ghosal_Immune_Improving_Safety_Against_Jailbreaks_in_Multi-modal_LLMs_via_Inference-Time_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Ghosal_Immune_Improving_Safety_Against_Jailbreaks_in_Multi-modal_LLMs_via_Inference-Time_CVPR_2025_paper.pdf,PDF 응답 확인,17_탈옥트렌드_팩트검증과_현1순위_신규성경계_2026-09-08.md:113,
